法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣新北地方法院,057法登343,302,設立登記,財團法人台北縣私立及幼幼稚園,057/12/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyFAAA&bc=057&cd=%AA%6B%B5%6E++++++++++++++++&de=000343&ef=PCD&fg=1,output/details/PCD/057/000343/AAAdkxAAHAAAHyFAAA.json,AAAdkxAAHAAAHyFAAA,PCD
臺灣新北地方法院,058法登192,450,變更登記,財團法人台灣省台北縣江璞亭祭祀公業,058/01/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyFAAB&bc=058&cd=%AA%6B%B5%6E++++++++++++++++&de=000192&ef=PCD&fg=1,output/details/PCD/058/000192/AAAdkxAAHAAAHyFAAB.json,AAAdkxAAHAAAHyFAAB,PCD
臺灣新北地方法院,058法登364,86,設立登記,財團法人台灣省台北縣福慧寺,058/09/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyFAAC&bc=058&cd=%AA%6B%B5%6E++++++++++++++++&de=000364&ef=PCD&fg=1,output/details/PCD/058/000364/AAAdkxAAHAAAHyFAAC.json,AAAdkxAAHAAAHyFAAC,PCD
臺灣新北地方法院,059法登153,275,變更登記,財團法人台灣省台北縣中和鄉廣濟宮,059/05/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHvQAAC&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000153&ef=PCD&fg=1,output/details/PCD/059/000153/AAAdkxAAHAAAHvQAAC.json,AAAdkxAAHAAAHvQAAC,PCD
臺灣新北地方法院,059法登343,302,變更登記,財團法人台北縣私立及幼幼稚園,059/01/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx3AAC&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000343&ef=PCD&fg=1,output/details/PCD/059/000343/AAAdkxAAHAAAHx3AAC.json,AAAdkxAAHAAAHx3AAC,PCD
臺灣新北地方法院,059法登360,246,變更登記,財團法人基督教台灣福音會,059/08/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx3AAD&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000360&ef=PCD&fg=1,output/details/PCD/059/000360/AAAdkxAAHAAAHx3AAD.json,AAAdkxAAHAAAHx3AAD,PCD
臺灣新北地方法院,059法登396,573,設立登記,財團法人台灣省台北縣三重市慈惠宮,059/09/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHv4AAI&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000396&ef=PCD&fg=1,output/details/PCD/059/000396/AAAdkxAAHAAAHv4AAI.json,AAAdkxAAHAAAHv4AAI,PCD
臺灣新北地方法院,060法登411,95,設立登記,財團法人台灣省台北縣台北基督徒永和禮拜堂,060/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx7AAA&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000411&ef=PCD&fg=1,output/details/PCD/060/000411/AAAdkxAAHAAAHx7AAA.json,AAAdkxAAHAAAHx7AAA,PCD
臺灣新北地方法院,060法登428,132,設立登記,財團法人中華基督福音基金會,060/07/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx7AAB&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000428&ef=PCD&fg=1,output/details/PCD/060/000428/AAAdkxAAHAAAHx7AAB.json,AAAdkxAAHAAAHx7AAB,PCD
臺灣新北地方法院,060法登433,134,設立登記,財團法人台灣省台北縣三重市基督教救恩堂會,060/08/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHx4AAC&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000433&ef=PCD&fg=1,output/details/PCD/060/000433/AAAdkxAAHAAAHx4AAC.json,AAAdkxAAHAAAHx4AAC,PCD
